-22014175,18106224,8979668,-5652728,-4583220,30048275,1384129,13767246,-44247748,15126730,-12765759,2173779,-180116328,-40152737,-97755642,144682537,378463130,-59560842,282570011,-20959393,1167417241,286746265,1371908429,774485067,57924068,-410351,-303547099,-13108877,-5223127,7548711,242718984,-93150812,-170523375,-51272566,9793878,-24898752,41108755,-83264561,44649721,33699993,-88842990,-37104754,-74360812,15113945,6548783,-83013379,-2489833,-5721668,50296717,69103597,7861527,6777734,-27697239,-19314632,11646308,-21115605,872291,-2214510,-1452161,18163350,-13463092,-7237956,-7708560,7007088,6394604,-5274678,-4646020,7630605,-401041,1568636,-3446679,-6509768,257015,1857823,-7340029,260933,-1709698,-3861503,5031526,-1205266,
220363,-750515,-18981903,13391390,-7424684,-2756960,1737024,-30295195,10542433,4929941,29285213,-4056250,29111168,-18229560,274828543,-21035847,-71767145,29577777,-327714029,-22354153,-57706153,1292738316,759932581,-1387311696,142391044,-60988196,124478501,-81311270,53499814,-7389312,-58965408,6041449,104421045,-126360213,-36500578,-12456523,26192481,156286232,-171359922,16812073,28846890,24214809,67080028,-90869723,-16914673,12391450,-5161674,-13933620,-15503923,-64381193,41477638,-26879341,-4279872,-8772207,-28025890,23827347,9390753,-21348048,2466358,-7257636,-16315255,6937278,1979881,-13883441,8942790,-3088454,5093361,-6704223,-4394935,2654287,6543134,914821,-2470787,-3721271,6275621,1578446,2304095,-4526175,-2990257,-636436,
4317297,-18450697,1135610,-9936054,-67238664,-3572854,-19964912,-524685,139488662,54044801,-45400252,8663299,226914229,-159687251,-187462377,24067245,-289563091,417576876,103709752,105977589,-753917527,-384207962,1074980987,201049988,-513304252,57700824,1037459404,259742302,-161182827,-100904174,-518017275,-65514393,114165556,240949171,2772766,-69686723,10183423,61364320,425333149,55113558,148451081,11662552,-6503284,77786057,-90081178,99714966,-94216296,-4142011,-15537074,-13322151,-104739291,41770330,29855202,56319543,19518871,13889830,-53212651,-17547061,-22392049,3049508,24248335,11346606,-14106544,-4678240,-16661046,8095023,-3587885,-7465744,8582057,-9728321,29936,13010807,-553330,4533343,2970202,-8286385,-524547,6335874,-7592664,-2138849,
1398939,-2875980,-957055,8161891,-30433797,-6262097,63559952,-5552090,46664238,31366788,90959404,-40561033,61419523,-71240908,174843538,-297359510,53589003,72752259,-284375280,23599735,-502362076,885585594,-192086602,1110845164,1192390403,-41876592,497717185,-113671887,7839739,-102748097,-177765297,-71865754,155779600,-168878225,-14177039,-53174352,45292703,174768478,-100079525,274470906,21175852,38911721,47412972,-100339983,-54964601,18478768,-45991437,-129251669,50170660,-37372394,-19814964,-33499548,-76234295,30276209,-15161238,52273324,16826607,-31782576,18377511,-17087516,-4531531,26966795,11707629,-12185456,12377804,5607338,13564764,-12032933,-2830619,2044336,11076946,4020149,-5748209,-4734020,10687600,2802238,4072232,-5171933,-8717779,1339111,
1713684,792730,18882853,-6030856,-8687221,-4309870,936707,28256251,5082125,12463935,-20514495,1490258,1629967,-6476549,-54254206,-35004335,1979904,-343518,146156168,-87707791,-81090174,-452899625,237350901,-371891612,791685516,1821664287,-94292828,-21548766,116231203,-160726862,60898884,-64093604,-44097959,68289126,7178241,13235909,-34064786,-118108404,25558202,131517986,49537258,-130875788,-116338389,11057014,-37934323,-9422363,-35216100,31715840,-28804642,77387653,-18670173,-10348937,-1666409,-20576667,20432551,8782140,-32673026,13185830,278485,15357146,11179084,251425,-8393134,1801368,-6439098,-3479563,-6434054,1768257,4818020,-5811937,-5989320,-2243979,1079348,6915492,-2162706,-586428,-4410338,3526949,-1978758,-1298052,
441300,2153754,-4132813,14930881,594204,-4507437,31100972,-2357932,-7874865,146525,68733875,-25558058,-3038311,8169331,167751885,-92133672,18747643,-30371309,-168175011,-6748590,15776580,72875992,1691744,401678328,-1018679562,588424469,248660073,-1229816057,465643103,24133005,-50976597,102909808,362534861,-522879895,-75126113,9345447,45795558,412623603,-637828922,76438600,44832312,-29167137,45995835,-210099294,37812526,15282565,32735484,-58426203,-17409477,-72670287,71717505,-63609133,-57073955,-7005394,-24114044,22333159,27260740,-36283688,15860750,-14463791,-21686174,11590798,14354208,-11695681,9871351,2827685,13312579,-2549856,-10437663,176159,10067036,-3523842,115414,-5966891,10253414,1389538,1262976,-9446674,-5043515,-370315,
-11219853,2280039,-784511,-1965880,14220154,18746096,1048397,-4901873,-19414508,-20321060,-5790244,-3482775,-27742554,31742496,749331,50061970,39853914,-4499908,18061720,-17888548,363183524,77271138,-99170487,45748721,128478614,259124173,499896707,384066216,319051000,1742191761,-263287200,604399461,116176020,86058633,-8071261,125135826,-66655124,89103350,-70757948,-265855054,-171114102,183858665,21055491,97386492,262966046,39610158,141762214,83350085,21666242,-49566290,4675482,44155223,46102914,22198218,-34192618,-27181931,11974914,20791262,19869560,2612013,4150309,-1085761,5870598,11502630,7034209,-1818351,-3294609,3725534,-5458310,2088743,-8572521,-4416014,-206128,-6451505,-1250562,1203158,-2741607,247275,1148776,1305697,
-2335399,-119620,-1047118,-4955652,1963429,4788443,-2046491,-6001129,-763957,-2969356,-15445225,-918520,-4824905,402229,-24343023,25596039,6147687,6333107,-29725502,-8365424,53635446,21303057,-36216140,-75161741,98971275,100517752,28747633,-927766530,-1847472165,457962922,-39217214,50261368,-62723462,82542064,20702319,4674129,-6756280,-64949471,129119734,-43008914,-36788975,72042,-54528173,135659051,17605990,-4361674,8343806,30506152,14710705,833108,-9146388,4407704,-21298100,18342715,8340694,-27090227,-20333633,1069648,12650083,666296,4394199,2204302,5808310,3969232,-6793293,-3585655,-7726678,386356,-2478054,3167952,2361640,-1242572,-2421495,330875,-3823415,-2448084,-927804,3853054,1012564,2862142,
1698329,303320,-9784693,10693094,9615,-4595553,21496678,-13205522,-697144,-191012,48087348,-15790277,5861079,-1438674,124768147,-65111550,8020782,-15600383,-119033643,-44609804,-45056295,160159593,-24182367,250233879,-499927458,441723824,-464904807,1315555603,-826968295,-111277147,-263101668,66390498,426210887,-623519498,-4439565,-27701478,74062254,456698985,-610078269,205377826,-12611179,102780272,149833777,-137227073,-15436317,10897249,7398620,-53830058,-8046861,-32319179,32961292,-41952697,-57552706,21555247,-61866741,24575558,13530310,-11894058,7366150,-25446791,-15249410,4059406,19261829,-19576160,17094366,3635852,5155078,37927,-1900770,1188898,11270093,-186513,-5208604,-8337000,11984378,2167642,2335655,-5443541,-107259,-839791,
2303454,-6219080,227171,-2070984,-277312,953493,-5741934,-670142,19039464,-3638020,-11217155,2730434,27277136,-9052301,-22394757,8303853,-41302282,8662654,16937420,6868261,8400530,-14932437,148015604,70479662,184958813,-94115311,-1004497828,-351105619,200409567,-97345655,-1752015118,282242506,194367023,278523757,-5536237,92080747,-89935593,1072694,114768410,-112059740,92428275,39946160,8191001,44348836,20430050,59610872,1799735,30985175,-28162515,-13412087,15479295,3904541,33113767,3208998,5271633,-1377637,-10615355,-3878842,-17504809,-8227605,8467312,-4075900,1381116,5236807,-3200843,5223292,-6256047,-3150559,-1850960,1218935,-2754181,2461619,2149527,501500,2169745,-1077117,-2128390,3950758,-1330856,2592743,
